name,address,industry,hourly_median_gender_gap_2018,bonus_median_gender_gap_2018
Homes England,"Fry+Building,2+Marsham+Street,London,SW1P+4DF",,19.6,-85.1
House Of Commons,"Corporate+Services,Westminster,London,United+Kingdom,SW1A+0AA",General public administration activities,1.0,42.7
HUNTRESS SEARCH LIMITED,"Aldwych+House,+71-91+Aldwych,London,England,WC2B+4HN",,0.0,-156.9
I.I.R. LIMITED,"5+Howick+Place,London,United+Kingdom,SW1P+1WG",Other service activities n.e.c.,16.1,28.1
IHSS LIMITED,"1+Knightsbridge,London,England,SW1X+7LX",Other human health activities,2.0,0.0
Informa PLC,"5+Howick+Place,London,United+Kingdom,SW1P+1WG",Activities of head offices,22.4,18.9
Institution Of Civil Engineers,"One+Great+George+Street,London,London,United+Kingdom,SW1P+3AA",,16.0,78.5
INTEGRATED SECURITY CONSULTANTS LIMITED,"3rd,+Floor,+52,Jermyn+Street,London,SW1Y+6LX",Private security activities,9.9,0.0
INTU MANAGEMENT SERVICES LIMITED,"40+Broadway,London,United+Kingdom,SW1H+0BT",Activities of head offices,35.6,45.7
INTU PROPERTIES PLC,"40,+Broadway,London,SW1H+0BT",Activities of real estate investment trusts,2.6,0.0
INTU RETAIL SERVICES LIMITED,"40+Broadway,London,England+And+Wales,United+Kingdom,SW1H+0BT",Combined facilities support activities,2.3,0.0
J. WALTER THOMPSON GROUP LIMITED,"1+Knightsbridge+Green,London,United+Kingdom,SW1X+7NW",Advertising agencies,44.7,36.4
John Lewis PLC,"171,+Victoria+Street,London,SW1E+5NN",,7.8,41.3
JUPITER ASSET MANAGEMENT LIMITED,"The+Zig+Zag+Building,70+Victoria+Street,London,England,SW1E+6SQ",Financial intermediation not elsewhere classified,25.0,52.0
KINDRED (LONDON) LIMITED,"4th+Floor+Imperial+House,15+Kingsway,London,United+Kingdom,WC2B+6UN",Other business support service activities n.e.c.,3.7,13.2
Kms (UK) Ltd,"1st-4th+Floors+203+Victoria+Street,London,United+Kingdom,SW1E+5NE",Human resources provision and management of human resources functions,0.0,0.0
KORN FERRY HAY GROUP LIMITED,"Ryder+Court,+14+Ryder+Street,London,England,SW1Y+6QB",Management consultancy activities other than financial management,42.8,48.7
LADBROKES BETTING & GAMING LIMITED,"5th+Floor+The+Zig+Zag+Building,70+Victoria+Street,London,England,England,SW1E+6SQ",Gambling and betting activities,2.0,25.0
Ladbrokes Coral Group PLC,"5th+Floor+The+Zig+Zag+Building,70+Victoria+Street,London,England,England,SW1E+6SQ",Gambling and betting activities,2.5,25.0
LAND SECURITIES PROPERTIES LIMITED,"100+Victoria+Street,London,United+Kingdom,SW1E+5JL",Development of building projects,36.3,62.5
LAW SOCIETY,"113+Chancery+Lane,London,WC2A+1PL",,8.7,12.8
LINKS (LONDON) LIMITED,"Francis+House,11+Francis+Street,London,United+Kingdom,SW1P+1DE",Retail sale of watches and jewellery in specialised stores,7.0,43.0
LONDON BUS SERVICES LIMITED,"55+Broadway,London,United+Kingdom,SW1H+0BD",Other passenger land transport,7.4,-1244.0
LONDON BUSES LIMITED,"55+Broadway,London,United+Kingdom,SW1H+0BD","Other urban, suburban or metropolitan passenger land transport (not underground, metro or similar)",4.0,0.0
LONDON CYRENIANS HOUSING LIMITED,"Carlyle+House,+235-237+Vauxhall+Bridge+Road,London,England,SW1V+1EJ",Other residential care activities n.e.c.,11.3,10.4
LONDON EXECUTIVE OFFICES LTD,"33,+St.+James's+Square,London,SW1Y+4JS",Other letting and operating of own or leased real estate,11.2,20.0
LONDON GATEWAY PORT LIMITED,"16+Palace+Street,London,United+Kingdom,SW1E+5JQ",,2.2,-49.1
London School Of Economics & Political Science,"Lse,Houghton+Street,London,United+Kingdom,WC2A+2AE",,14.9,25.4
LONDON UNDERGROUND LIMITED,"55+Broadway,London,United+Kingdom,SW1H+0BD","Urban and suburban passenger railway transportation by underground, metro and similar systems",19.3,0.0
LONDON XXI LIMITED,"336-337+The+Strand,London,United+Kingdom,WC2R+1HA",Activities of extraterritorial organizations and bodies,10.0,0.0
LOOK AHEAD CARE AND SUPPORT LIMITED,"Kings+Building,16+Smiths+Square,London,United+Kingdom,SW1P+3HQ",,5.4,0.0
LULULEMON ATHLETICA UK LTD,"Garden+House+57-59+Long+Acre,+Covent+Garden,London,United+Kingdom,WC2E+9JL",,-1.1,-25.1
Marks & Clerk LLP,"90+Long+Acre,London,United+Kingdom,WC2E+9RA",,26.9,73.1
MARLOWE FIRE & SECURITY LIMITED,"20,+Grosvenor+Place,London,England,SW1X+7HN",Security systems service activities,31.4,56.0
MAXWELLS RESTAURANTS LIMITED,"22+Henrietta+Street,London,United+Kingdom,WC2E+8ND",Licensed restaurants,-3.0,-133.3
MCGINLEY SUPPORT SERVICES (INFRASTRUCTURE) LIMITED,"KERMAN+&+CO+LLP,200+Strand,London,United+Kingdom,WC2R+1DJ",Human resources provision and management of human resources functions,18.7,55.5
"MCKINSEY & COMPANY, INC. UNITED KINGDOM","1+Jermyn+Street,,London,SW1Y+4UH",,14.3,52.5
Metropolitan Police Service,"New+Scotland+Yard,Victoria+Embankment,London,London,United+Kingdom,SW1A+2JL",,12.5,-7.4
MICHAEL KORS (UK) LIMITED,"33+Kingsway,London,United+Kingdom,WC2B+6UF",Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),2.0,-73.6
Ministry Of Defence,"People-Sec+Diversity+Policy+2,6-N-10+MOD+Main+Building,Whitehall,+London,SW1A+2HB",,14.6,-14.3
"Ministry of Housing, Communities and Local Government","Fry+Building,2+Marsham+St,London,SW1P+4DF",,9.8,-33.3
Ministry of Justice,"102+Petty+France,London,London,SW1H+9AJ",,13.1,16.7
MNG-MANGO U.K. LIMITED,"4th+Floor+Imperial+House,15+Kingsway,London,United+Kingdom,WC2B+6UN",Retail sale of clothing in specialised stores,0.0,-8.9
MONEYCORP CFX LIMITED,"Floor+5,+Zig+Zag+Building,70+Victoria+Street,London,England,SW1E+6SQ",Financial intermediation not elsewhere classified,9.0,19.0
MOTOROLA SOLUTIONS UK LIMITED,"Nova+South,160+Victoria+Street,London,United+Kingdom,SW1E+5LB",,18.6,24.7
MOUNTAIN WAREHOUSE LIMITED,"5+Eccleston+Street,London,England,SW1W+9LX",Retail sale of clothing in specialised stores,0.0,27.2
National Audit Office,"157-197+Buckingham+Palace+Road,London,London,United+Kingdom,SW1W+9SP",,11.3,0.0
National Church Institutions,"Church+House,Great+Smith+Street,London,SW1P+3AZ",Activities of religious organizations,28.0,83.0
National Grid Electricity Transmission PLC,"1+-+3+Strand,London,United+Kingdom,WC2N+5EH",Transmission of electricity,14.5,15.1
NATIONAL GRID GAS PLC,"1-3+Strand,London,WC2N+5EH",Manufacture of gas,-0.6,8.8
NATIONAL GRID UK LIMITED,"1-3+Strand,London,WC2N+5EH",Other service activities n.e.c.,1.9,-7.8
National Institute For Health And Care Excellence,"10+Spring+Gardens,London,London,United+Kingdom,SW1A+2BU",,6.4,0.0
National Portrait Gallery,"St+Martin's+Place,London,WC2H+0HE",,13.1,0.0
NHS Resolution formerly NHS Litigation Authority,"151+Buckingham+Palace+Road,London,SW1W+9SZ",,8.1,0.0
NICOVENTURES RETAIL (UK) LIMITED,"Globe+House,+1+Water+Street,London,England,WC2R+3LA",Other retail sale of new goods in specialised stores (not commercial art galleries and opticians),4.0,-9.0
NIMAX THEATRES LIMITED,"11+Maiden+Lane,London,United+Kingdom,WC2E+7NA",Artistic creation,14.9,0.0
NLI OPERATOR LIMITED,"Corinthia+Hotel+London,+Whitehall+Place,London,SW1A+2BD",Hotels and similar accommodation,4.1,31.6
NORTHROP GRUMMAN UK LIMITED,"2nd,+Floor+Clareville+House,26-27+Oxendon+Street,London,SW1Y+4EL",Other business support service activities n.e.c.,18.0,73.8
ODEON CINEMAS LIMITED,"St+Albans+House,57-59+Haymarket,London,United+Kingdom,SW1Y+4QX",,0.8,81.2
Office Of Rail and Road,"1+Kemble+Street,London,London,WC2B+4AN",,27.2,9.6
OMD EMEA LIMITED,"85+Strand,5th+Floor,London,England,WC2R+0DW",Advertising agencies,28.0,38.0
OMD GROUP LIMITED,"85+Strand,5th+Floor,London,England,WC2R+0DW",Other business support service activities n.e.c.,4.4,0.0
ORSTED POWER (UK) LIMITED,"5+Howick+Place,London,England,SW1P+1WG",Production of electricity,-1.3,28.3
PA HOLDINGS LIMITED,"10+Bressenden+Place,London,United+Kingdom,SW1E+5DN",Activities of head offices,30.5,40.0
PALL MALL AND WOODCOTE PARK CLUBHOUSES LIMITED,"Royal+Automobile+Club,89-91+Pall+Mall,London,United+Kingdom,SW1Y+5HS",Activities of other membership organizations n.e.c.,6.0,16.0
PARKINGEYE LIMITED,"71+Victoria+Street,London,SW1H+0XA",,4.6,56.1
Parkinson's Disease Society Of The United Kingdom,"215+Vauxhall+Bridge+Road,London,United+Kingdom,SW1V+1EJ",Other service activities n.e.c.,5.9,0.0
Parliamentary Digital Service,"Houses+of+Parliament,Westminster,London,SW1A+0AA",General public administration activities,-4.2,39.0
PEARSON EDUCATION LIMITED,"80+Strand,London,England,WC2R+0RL",,3.0,4.0
PEARSON MANAGEMENT SERVICES LIMITED,"80+Strand,London,United+Kingdom,WC2R+0RL",Activities of other holding companies n.e.c.,33.0,59.0
PEARSON PROFESSIONAL ASSESSMENTS LIMITED,"80+Strand,London,United+Kingdom,WC2R+0RL",Other education n.e.c.,0.0,20.0
PEARSON SHARED SERVICES LIMITED,"80+Strand,London,United+Kingdom,WC2R+0RL",Other business support service activities n.e.c.,60.0,64.0
Peel Hotels PLC,"5th+Floor+Kinnaird+House,1+Pall+Mall+East,London,United+Kingdom,SW1Y+5AU",Hotels and similar accommodation,0.0,-1.5
PENGUIN BOOKS LIMITED,"80+Strand,London,United+Kingdom,WC2R+0RL",Book publishing,-9.5,30.4
PETROGAS GROUP UK LIMITED,"200+Strand,London,United+Kingdom,WC2R+1DJ",Retail sale of automotive fuel in specialised stores,0.9,9.1
PRET A MANGER (EUROPE) LIMITED,"75b+Verde,10+Bressenden+Place,London,England,SW1E+5DH",,-0.2,14.7
PRICEWATERHOUSECOOPERS LLP,"1,+Embankment+Place,London,WC2N+6RH",,34.4,67.1
PRICEWATERHOUSECOOPERS SERVICES LIMITED,"1,+Embankment+Place,London,WC2N+6RH",Other business support service activities n.e.c.,13.1,32.3
PRINCIPAL CATERING CONSULTANTS LIMITED,"The+Lightbox,127-133+Charing+Cross+Road,London,England,WC2H+0EW",Event catering activities,10.4,0.0
PS ADMINISTRATION LIMITED,"11,+Strand,London,United+Kingdom,WC2N+5HR","Other professional, scientific and technical activities n.e.c.",8.1,20.0
QUILTER CHEVIOT LIMITED,"One+Kingsway,London,United+Kingdom,WC2B+6AN",Financial intermediation not elsewhere classified,45.0,63.0
RAPP LIMITED,"85+Strand,5th+Floor,London,England,WC2R+0DW",Activities of head offices,23.1,47.7
RE (REGIONAL ENTERPRISE) LIMITED,"17+Rochester+Row,London,United+Kingdom,SW1P+1QT",Other service activities n.e.c.,18.7,-312.5
RELX (UK) LIMITED,"1-3,+Strand,London,WC2N+5JR",Activities of head offices,6.2,28.7
REPSOL SINOPEC RESOURCES UK LIMITED,"Suite+1,+3rd+Floor+11-12+St.+James's+Square,London,England,SW1Y+4LB",,15.3,-21.2
RESOURCE SOLUTIONS LIMITED,"11+Slingsby+Place,St+Martin's+Courtyard,London,United+Kingdom,WC2E+9AB",Other activities of employment placement agencies,-5.2,-15.0
REVENUE & CUSTOMS DIGITAL TECHNOLOGY SERVICES LIMITED,"Fao+General+Counsel+And+Solicitor+Of+Hmrc+Solicitors+Office,+Room+2/40,+100+Parliament+Street,London,United+Kingdom,SW1A+2BQ",Other information technology service activities,9.3,0.0
ROBERT WALTERS OPERATIONS LIMITED,"11+Slingsby+Place,St+Martin's+Courtyard,London,United+Kingdom,WC2E+9AB",,19.0,46.2
Rolls-Royce PLC,"62+Buckingham+Gate,London,United+Kingdom,SW1E+6AT",,6.3,7.4
ROYAL COLLECTION ENTERPRISES LIMITED,"York+House,St.+James's+Palace,London,United+Kingdom,SW1A+1BQ",,-0.7,0.0
Royal Institution Of Chartered Surveyors,"12+Great+George+Street,Parliament+Square,London,London,United+Kingdom,SW1P+3AD",,27.6,33.5
Royal Opera House Covent Garden Foundation,"Royal+Opera+House,Covent+Garden,London,United+Kingdom,WC2E+9DD",,13.4,20.0
Save The Children International,"St+Vincent+House,30+Orange+Street,London,United+Kingdom,WC2H+7HH",Other social work activities without accommodation n.e.c.,12.3,0.0
Serious Fraud Office,"2-4+Cockspur+Street,SW1Y+5BS",,13.5,-12.7
SG KLEINWORT HAMBROS BANK LIMITED,"5th,+Floor+8+St.+James's+Square,London,England,SW1Y+4JU",Administration of financial markets,36.0,61.4
SHELL INTERNATIONAL TRADING AND SHIPPING COMPANY LIMITED,"80,+Strand,London,WC2R+0ZA",,24.0,32.3
SMITH & NEPHEW UK LIMITED,"15,+Adam+Street,London,WC2N+6LA",Activities of head offices,33.0,29.0
Smiths Group PLC,"4th+Floor+11-12+St+James's+Square,London,England,SW1Y+4LB",Activities of head offices,24.6,11.0
SOUTHAMPTON CONTAINER TERMINALS LIMITED,"16+Palace+Street,London,England,SW1E+5JQ",Cargo handling for water transport activities,22.9,47.7
SPAGHETTI HOUSE RESTAURANTS GROUP LIMITED,"24+Cranbourn+Street,London,United+Kingdom,WC2H+7AB",,0.5,0.0
"St Peter's College, otherwise known as Westminster School","Westminster+School,Little+Dean's+Yard,London,SW1P+3PF",,53.5,0.0
ST. JAMES COURT HOTEL LIMITED,"St.+James+Court+Hotel,Buckingham+Gate,London,United+Kingdom,SW1E+6AF",,16.0,-79.4
TASCOR E & D SERVICES LIMITED,"17,+Rochester+Row,London,SW1P+1QT",Other business support service activities n.e.c.,5.2,0.0
TASCOR SERVICES LIMITED,"17+Rochester+Row,London,United+Kingdom,SW1P+1QT",,2.1,63.9
TATA CONSULTANCY SERVICES LIMITED,"18+Grosvenor+Place,,London,SW1X+7HS",,20.6,44.7
TATA ELXSI LIMITED,"18+Grosvenor+Place,,London,Hyde+Park+Corner,SW1X+7HS",,11.6,67.7
TATA STEEL UK LIMITED,"30+Millbank,London,United+Kingdom,SW1P+4WY",Manufacture of basic iron and steel and of ferro-alloys,4.3,19.6
Tate Enterprises Ltd,"Tate,+Millbank,London,SW1P+4RG",,3.0,1.1
Tate Gallery,"Millbank,London,SW1P+4RG",,-2.4,0.0
TEEKAY PETROJARL UK LIMITED,"C/O+Teekay+Shipping+(Uk)+Limited+2nd+Floor,86+Jermyn+Street,London,United+Kingdom,SW1Y+6JD",Support activities for petroleum and natural gas extraction,17.6,54.7
TELEGRAPH MEDIA GROUP LIMITED,"111+Buckingham+Palace+Road,London,United+Kingdom,SW1W+0DT",Publishing of newspapers,23.4,0.0
THE BALMORAL HOTEL EDINBURGH LIMITED,"70+Jermyn+Street,London,United+Kingdom,SW1Y+6NY",Hotels and similar accommodation,1.9,0.0
THE BENEFIT EXPRESS LIMITED,"Gordon+House,10+Greencoat+Place,London,United+Kingdom,SW1P+1PH",,20.0,32.0
The Charity Commission For England And Wales,"102+Petty+France,London,SW1H+9AJ",,-7.4,8.9
The Courtauld Institute of Art,"Somerset+House,The+Strand,London,WC2R+0RN",,26.6,0.0
The Crown Estate Commissioners,"1+St+James's+Market,London,SW1Y+4AH",,-31.0,-12.0
The Diocese Of Westminster Academy Trust,"The+Diocese+of+Westminster+Academy+Trust,Vaughan+House,46+Francis+Street,SW1P+1QN",,27.3,0.0
The Girls' Day School Trust,"100+Rochester+Row,London,United+Kingdom,SW1P+1JP",,1.1,4.5
The Healthcare Management Trust,"14+Queen+Annes+Gate,London,United+Kingdom,SW1H+9AA",,32.0,190.0
The London Early Years Foundation,"121+Marsham+Street,London,United+Kingdom,SW1P+4LX",Child day-care activities,5.2,0.0
The National Gallery,"Trafalgar+Square,London,London,United+Kingdom,WC2N+5DN",Museums activities,15.2,100.0
THE PRESS ASSOCIATION LIMITED,"Pa+Newscentre,292+Vauxhall+Bridge+Road,London,United+Kingdom,SW1V+1AE",Other service activities n.e.c.,0.5,0.0
The Queen's Household,"Buckingham+Palace,London,SW1A+1AA",,-8.3,0.0
THE RANDOM HOUSE GROUP LIMITED,"20+Vauxhall+Bridge+Road,London,United+Kingdom,SW1V+2SA",Book publishing,13.9,5.3
the roman catholic diocese of westminster,"Vaughan+House,46+Francis+Street,London,SW1P+1QN",,11.2,0.0
The Royal College of Surgeons of England,"34-43+Lincoln's+Inn+Fields,London,WC2A+3PE",,15.4,0.0
THE ROYAL HORTICULTURAL SOCIETY,"80+Vincent+Square,London,SW1P+2PE",,-0.4,0.0
THOMAS PINK LIMITED,"10+Howick+Place+Howick+Place,London,England,SW1P+1GW",Retail sale of clothing in specialised stores,13.0,20.0
THORLEY TAVERNS LIMITED,"Suite+1,+3rd+Floor,+11-12+St.+James's+Square,London,England,SW1Y+4LB",Public houses and bars,7.4,0.0
TIMEPLAN EDUCATION GROUP LIMITED,"Floor+17,+Portland+House+Bressenden+Place,Westminster,London,United+Kingdom,SW1E+5RS",Temporary employment agency activities,14.3,7.1
Transport for London,"55+Broadway,SW1H+0BD",,10.0,8.7
TRANSPORT TRADING LIMITED,"55+Broadway,London,United+Kingdom,SW1H+0BD","Urban and suburban passenger railway transportation by underground, metro and similar systems",13.7,18.1
TRIANGLE COMMUNITY SERVICES LIMITED,"40-42+Ebury+Street,London,England,SW1W+0LZ",,3.4,-100.0
TRUSTMARQUE SOLUTIONS LIMITED,"17+Rochester+Row,London,United+Kingdom,SW1P+1QT",,20.3,60.3
TTT MONEYCORP LIMITED,"Floor+5,+Zig+Zag+Building,70+Victoria+Street,London,England,SW1E+6SQ",Financial intermediation not elsewhere classified,20.0,20.0
TUBE LINES LIMITED,"55+Broadway,London,United+Kingdom,SW1H+0BD",Construction of other civil engineering projects n.e.c.,22.8,0.0
UK Armed Forces,"The+Ministry+of+Defence,6-N-10+MOD+Main+Building,Whitehall,+London,SW1A+2HB",,0.2,0.0
UK Export Finance,"1+Horse+Guards+Road,London,SW1A+2HQ",,16.3,7.8
Uniqlo Europe Ltd,"1+Kingsway,6th+Floor,London,United+Kingdom,WC2B+6AN",,0.0,-60.6
UNITED CINEMAS INTERNATIONAL (UK) LIMITED,"St+Albans+House,57-59+Haymarket,London,United+Kingdom,SW1Y+4QX",Motion picture distribution activities,3.9,20.0
United Westminster Schools Foundation,"Alexandra+House,London,London,United+Kingdom,SW1E+6DY",,18.5,0.0
UPDATA INFRASTRUCTURE (UK) LIMITED,"17,+Rochester+Row,London,SW1P+1QT",Other information technology service activities,31.2,3.4
VALE EUROPE LIMITED,"Suite+1,+3rd+Floor+11-12+St.+James’S+Square,London,United+Kingdom,SW1Y+4LB",Other non-ferrous metal production,-6.3,-11.9
VENN GROUP LIMITED,"105+-+109,Strand,London,United+Kingdom,WC2R+0AA",Temporary employment agency activities,15.6,14.1
VICTORIA'S SECRET UK LIMITED,"16+Garrick+Street,London,United+Kingdom,WC2E+9BA",Other letting and operating of own or leased real estate,19.4,2.0
VOICE MARKETING LIMITED,"17+Rochester+Row,London,United+Kingdom,SW1P+1QT",Activities of call centres,0.9,3.3
WELLINGTON MANAGEMENT INTERNATIONAL LIMITED,"Cardinal+Place,80+Victoria+Street,London,United+Kingdom,SW1E+5JL",,44.7,84.6
WESTERN MORTGAGE SERVICES LIMITED,"17+Rochester+Row,London,England,SW1P+1QT",Other service activities n.e.c.,11.9,-17.9
Westminster City Council,"5+Strand,London,WC2N+5HR",,5.4,16.7
Westminster Drug Project,"18+Dartmouth+Street,London,England,SW1H+9BL",Social work activities without accommodation for the elderly and disabled,7.3,0.0
Woodard Academies Trust,"1+Adam+Street,London,England,WC2N+6LE",,20.0,0.0
WORKMAN FACILITIES MANAGEMENT LIMITED,"Alliance+House,12+Caxton+Street,London,United+Kingdom,SW1H+0QS",Management of real estate on a fee or contract basis,11.1,0.0
Workman LLP,"Alliance+House,12+Caxton+Street,London,United+Kingdom,SW1H+0QS",,19.6,36.0
WORLD FIRST UK LIMITED,"Millbank+Tower,21-24+Millbank,London,United+Kingdom,SW1P+4QP",Financial intermediation not elsewhere classified,24.0,49.6
Xln Telecom Ltd.,"First+Floor,+Millbank+Tower,21-24+Millbank,London,United+Kingdom,SW1P+4QP",Wired telecommunications activities,13.6,-11.8
YEOMANS LIMITED,"83,+Cambridge+Street,London,SW1V+4PS",Sale of new cars and light motor vehicles,12.7,82.0
AECOM LIMITED,"St+George's+House,5+St.+George's+Road,Wimbledon,London,England,SW19+4DR",Engineering related scientific and technical consulting activities,21.9,50.0
BOUX AVENUE LIMITED,"1+St+Georges+Road,Wimbledon,London,United+Kingdom,SW19+4DR",Retail sale of clothing in specialised stores,75.7,-100.0
CAPSTICKS SOLICITORS LLP,"One+St.+Georges+Road,+Wimbldon,London,SW19+4DR",,18.8,30.7
Coty,"5+St+George's+Road,London,SW19+4DR",Wholesale of perfume and cosmetics,9.3,62.3
COTY UK LIMITED,"St+George's+House,+5+St+George's+Road,Wimbledon,London,SW19+4DR",Wholesale of perfume and cosmetics,16.7,21.4
DOMESTIC & GENERAL SERVICES LIMITED,"Swan+Court+11+Worple+Road,Wimbledon,London,United+Kingdom,SW19+4JS",,7.9,58.7
HFH HEALTHCARE LIMITED,"Tuition+House+St.+George's+Road,Wimbledon,London,England,SW19+4EU",Other business support service activities n.e.c.,0.5,0.0
IGLU.COM LIMITED,"2nd+Floor,165+The+Broadway,Wimbledon,United+Kingdom,SW19+1NE",Travel agency activities,42.9,82.2
King's College School,"Southside,Wimbledon+Common,London,SW19+4TT",,21.9,0.0
KINLEIGH LIMITED,"Kfh+House,+5+Compton+Road,Wimbledon,London,United+Kingdom,SW19+7QA",Real estate agencies,9.9,57.3
LIDL GREAT BRITAIN LIMITED,"19+Worple+Road,London,United+Kingdom,SW19+4JS","Retail sale in non-specialised stores with food, beverages or tobacco predominating",3.0,43.0
ROBERT DYAS HOLDINGS LIMITED,"1+St+Georges+Road,Wimbledon,London,United+Kingdom,SW19+4DR",,5.8,34.0
TENPIN LIMITED,"St+Georges+House,5+St.+Georges+Road,London,England,SW19+4DR",Other amusement and recreation activities n.e.c.,2.7,67.0
THE ALL ENGLAND LAWN TENNIS CLUB (CHAMPIONSHIPS) LIMITED,"The+All+England+Lawn+Tennis+Club,+Church+Road,Wimbledon,London,SW19+5AE",Other sports activities,15.0,37.0
THE CHARTERED INSTITUTE OF PERSONNEL AND DEVELOPMENT,"151+The+Broadway,London,SW19+1JQ",,10.8,17.6
United Response,"Jerome+Walls,+Highland+House+165+The+Broadway,Wimbledon,London,England,SW19+1NE",Other service activities n.e.c.,0.4,8.8
AGILITY LOGISTICS LIMITED,"Unit+6+North+Radius+Park+Faggs+Road,Feltham,Middlesex,United+Kingdom,TW14+0NG",Other transportation support activities,11.3,71.3
Aspirations Academies Trust,"Rivers+Academy,Tachbrook+Road,Feltham,Middlesex,United+Kingdom,TW14+9PE",,20.1,31.0
ATLAS CLEANING LIMITED,"82+Hampton+Road+West,Hanworth,Middlesex,United+Kingdom,TW13+6DZ",,1.9,0.0
BIRDS EYE LIMITED,"1+New+Square,Bedfont+Lakes+Business+Park,Feltham,Middlesex,England,TW14+8HA",Manufacture of other food products n.e.c.,15.5,0.0
EXPEDITORS INTERNATIONAL (UK) LIMITED,"1+Ascot+Road,Bedfont,Middlesex,United+Kingdom,TW14+8QH",Other transportation support activities,14.0,37.0
GEODIS WILSON UK LIMITED,"Lhr1+145+Faggs+Road,,Feltham,TW14+0LZ",,0.0,0.0
GLOBAL DRAW LIMITED,"Sg+House,1+Dukes+Green+Avenue,Feltham,Middlesex,United+Kingdom,TW14+0LR",Ready-made interactive leisure and entertainment software development,-22.3,8.6
Lindt & Sprungli UK Ltd,"4+New+Square,Feltham,Middlesex,TW14+8HA",Wholesale of sugar and chocolate and sugar confectionery,8.9,24.0
Perform Media Services Ltd,"Sussex+House,Plane+Tree+Crescent,Feltham,Middlesex,United+Kingdom,TW13+7HE","Other professional, scientific and technical activities n.e.c.",-20.6,0.0
SAP (UK) LIMITED,"Clockhouse+Place,Bedfont+Road,Feltham,Middlesex,United+Kingdom,TW14+8HD",,30.4,49.9
SM GLOBAL CONSULTANCY LIMITED,"Bradley's+Business+Centre+1st+Floor,+Central+Way,North+Feltham+Trading+Estate,Middlesex,England,TW14+0XQ",Other activities of employment placement agencies,1.0,0.0
SOCIETE AIR FRANCE,"Plesman+House,,Cains+Lane,Bedfont,TW14+9RL",,-0.1,9.7
THE NUANCE GROUP (UK) LIMITED,"4+New+Square,Bedfont+Lakes,Feltham,Middlesex,United+Kingdom,TW14+8HA",Other retail sale in non-specialised stores,0.8,34.6
UPS LIMITED,"Ups+House,Forest+Road,Feltham,Middlesex,United+Kingdom,TW13+7DY",Unlicensed carrier,19.8,-6.7
WDFG UK LIMITED,"4+New+Square,Bedfont+Lakes,Feltham,Middlesex,United+Kingdom,TW14+8HA",,7.9,36.4
AIM COMMERCIAL CLEANING LIMITED,"12+Hatherley+Road,Sidcup,Kent,United+Kingdom,DA14+4DT",General cleaning of buildings,0.0,-100.0
ASTONBROOK CARE HOLDINGS LIMITED,"133+Station+Road,Sidcup,Kent,England,DA15+7AA",Residential nursing care facilities,0.0,25.0
Avenues London,"River+House,1+Maidstone+Road,Sidcup,Kent,United+Kingdom,DA14+5TA",,0.0,0.0
Avenues South East,"River+House,1+Maidstone+Road,Sidcup,Kent,United+Kingdom,DA14+5TA",,-3.5,0.0
AXIS CLEANING AND SUPPORT SERVICES LIMITED,"Ground+Floor+Suite+River+House,Maidstone+Road,Sidcup,Kent,United+Kingdom,DA14+5RH",General cleaning of buildings,4.0,25.5
AXIS GROUP INTEGRATED SERVICES LIMITED,"Ground+Floor+Suite+River+House,Maidstone+Road,Sidcup,Kent,United+Kingdom,DA14+5RH",Other business support service activities n.e.c.,32.8,57.3
AXIS SECURITY SERVICES LIMITED,"Ground+Floor+Suite+River+House,Maidstone+Road,Sidcup,Kent,United+Kingdom,DA14+5RH",Security systems service activities,-12.0,-9.7
FACILICOM CLEANING SERVICES LIMITED,"Sargasso+Level+2,Five+Arches+Business+Centre,Maidstone+Road+Sidcup,Kent,United+Kingdom,DA14+5AE",General cleaning of buildings,6.7,-65.7
L BURRIDGE LTD,"Onega+House,+112+Main+Road,Sidcup,Kent,England,DA14+6NE",Combined facilities support activities,0.0,100.0
The Avenues Trust Group,"River+House,1+Maidstone+Road,Sidcup,Kent,United+Kingdom,DA14+5TA",,2.9,0.0
TRIGION SECURITY SERVICES LIMITED,"Sargasso+Level+2,+Five+Arches+Business+Centre,Maidstone+Road+Sidcup,Kent,DA14+5AE",Private security activities,-13.6,100.0
Trinitas Academy Trust,"Trinity+Church+of+England+School+Belvedere,Erith+Road,Belvedere,DA17+6HT",,42.2,0.0
W.J.KING(GARAGES)LIMITED,"70/88+Park+View+Road,Welling,Kent,United+Kingdom,DA16+1SF",,24.0,62.6
WARRENS WAREHOUSING GROUP LIMITED,"Irene+House+Ground+Floor,Maidstone+Road,Sidcup,Kent,England,DA14+5AE",Operation of warehousing and storage facilities for land transport activities,34.9,0.0
WURTH UK LIMITED,"1+Centurion+Way,Erith,Kent,United+Kingdom,DA18+4AF",,15.1,50.6
ALARABY TELEVISION NETWORK LIMITED,"Units+4+&,+5+Central+Park,Central+Way,London,England,NW10+7FY",Television programming and broadcasting activities,5.4,0.0
BESTWAY NORTHERN LIMITED,"2+Abbey+Road,Park+Royal,London,United+Kingdom,NW10+7BW","Non-specialised wholesale of food, beverages and tobacco",0.8,0.0
BESTWAY WHOLESALE LIMITED,"2+Abbey+Road,London,United+Kingdom,NW10+7BW","Non-specialised wholesale of food, beverages and tobacco",1.8,5.6
